Tienda,Categoría,Socket,Generación,Capacidad,Título,Stock,Precio,URL
CyC,Case,-,All,-,CASE DEEPCOOL MATREXX 55 V3 ADD-RGB 3F SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,10,362.88,https://cyccomputer.pe/case-sin-fuente/16468-case-deepcool-matrexx-55-v3-add-rgb-3f-sin-fuente-vidrio-templado-usb-30usb-20-pndp-atx-matrexx55v3-ar-3f.html
CyC,Case,-,All,-,CASE ANTRYX RX 430 BLACK ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,10,215.46,https://cyccomputer.pe/case-sin-fuente/16144-case-antryx-rx-430-black-argb-sin-fuente-vidrio-templado-usb-30usb-20-pnac-rx430k.html
CyC,Case,-,All,-,CASE ANTRYX RX 470 BLACK ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,10,215.46,https://cyccomputer.pe/case-sin-fuente/16142-case-antryx-rx-470-black-argb-sin-fuente-vidrio-templado-usb-30usb-20-pnac-rx470k.html
CyC,Case,-,All,-,CASE ANTRYX FX CRUISER WHITE MESH ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,10,400.68,https://cyccomputer.pe/case-sin-fuente/20344-case-antryx-fx-cruiser-white-mesh-argb-sin-fuente-vidrio-templado-usb-30usb-20-pnac-fx573w.html
CyC,Case,-,All,-,CASE COOLER MASTER MASTERBOX MB520 ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.2 ,10,457.38,https://cyccomputer.pe/case-sin-fuente/16074-case-cooler-master-masterbox-mb520-argb-sin-fuente-vidrio-templado-usb-32-pnmcb-b520-kgnn-rga.html
CyC,Case,-,All,-,CASE LIAN LI LANCOOL 205 BLACK VIDRIO TEMPLADO SIN FUENTE USB 3.0,10,336.42,https://cyccomputer.pe/case-sin-fuente/16193-case-lian-li-lancool-205-black-vidrio-templado-sin-fuente-usb-30.html
CyC,Case,-,All,-,CASE DEEPCOOL MATREXX 40 3FS SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,10,230.58,https://cyccomputer.pe/case-sin-fuente/20401-case-deepcool-matrexx-40-3fs-sin-fuente-vidrio-templado-usb-30usb-20-pndp-matx-matrexx40-3fs.html
CyC,Case,-,All,-,CASE THERMALTAKE H550 TG BLACK ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,10,404.46,https://cyccomputer.pe/case-sin-fuente/20149-case-thermaltake-h550-tg-black-argb-sin-fuente-vidrio-templado-usb-30usb-20-pnca-1p4-00m1wn-00.html
CyC,Case,-,All,-,CASE THERMALTAKE VERSA H18 SIN FUENTE VENTANA ACRILICA USB 3.0/USB 2.0 ,10,211.68,https://cyccomputer.pe/case-sin-fuente/18658-case-thermaltake-versa-h18-sin-fuente-ventana-acrilica-usb-30usb-20-pnca-1j4-00s1wn-01.html
CyC,Case,-,All,-,CASE MSI MPG GUNGNIR 100D SIN FUENTE VIDRIO TEMPLADO USB 3.0 ,10,328.86,https://cyccomputer.pe/case-sin-fuente/13863-case-msi-mpg-gungnir-100d-sin-fuente-vidrio-templado-usb-30-pnmsi-mpg-gungnir-100d.html
CyC,Case,-,All,-,CASE AEROCOOL ATOMIC G-BK-V2 ARGB BLACK SIN FUENTE VIDRIO TEMPLADO USB 3.0 ,9,245.7,https://cyccomputer.pe/case-sin-fuente/20102-case-aerocool-atomic-g-bk-v2-argb-black-sin-fuente-vidrio-templado-usb-30-pn4710562757545.html
CyC,Case,-,All,-,CASE LIAN LI LANCOOL 215 ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0,9,415.8,https://cyccomputer.pe/case-sin-fuente/17180-case-lian-li-lancool-215-argb-sin-fuente-vidrio-templado-usb-30.html
CyC,Case,-,All,-,CASE GAMER STORM MACUBE 310 WHITE S/FUENTE VIDRIO TEMPLADO USB 3.0 ,9,340.2,https://cyccomputer.pe/case-sin-fuente/15774-case-gamer-storm-macube-310-wh-sin-fuente-vidrio-templado-usb-30-pngs-atx-macube310-whg0p.html
CyC,Case,-,All,-,CASE GAMER STORM MACUBE 310 BK SIN FUENTE VIDRIO TEMPLADO USB 3.0 ,9,330.75,https://cyccomputer.pe/case-sin-fuente/15773-case-gamer-storm-macube-310-bk-sin-fuente-vidrio-templado-usb-30-pngs-atx-macube310-bkg0p.html
CyC,Case,-,All,-,CASE DEEPCOOL MATREXX CC560 BLACK ADD RGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,8,236.25,https://cyccomputer.pe/case-sin-fuente/21248-case-deepcool-matrexx-cc560-black-add-rgb-sin-fuente-vidrio-templado-usb-30usb-20-pnr-cc560-bkgaa4-g-1.html
CyC,Case,-,All,-,CASE THERMALTAKE S300 TG WHITE SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,8,336.42,https://cyccomputer.pe/case-sin-fuente/20286-case-thermaltake-s300-tg-white-sin-fuente-vidrio-templado-usb-30usb-20-pnca-1p5-00m6wn-00.html
CyC,Case,-,All,-,CASE BITFENIX DAWN RGB SIN FUENTE VIDRIO TEMPLADO USB 3.1/USB 3.0 ,8,425.25,https://cyccomputer.pe/case-sin-fuente/19836-case-bitfenix-dawn-rgb-sin-fuente-vidrio-templado-usb-31usb-30-pnbfc-daw-500-kkgsk-rp.html
CyC,Case,-,All,-,CASE COUGAR DARKBLANDER-S ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0 ,8,548.1,https://cyccomputer.pe/case-sin-fuente/16412-case-cougar-darkblander-s-argb-sin-fuente-vidrio-templado-usb-30-pn3858m300001.html
CyC,Case,-,All,-,CASE LIAN LI LANCOOL 205 WHITE VIDRIO TEMPLADO SIN FUENTE USB 3.0,8,353.43,https://cyccomputer.pe/case-sin-fuente/16194-case-lian-li-lancool-205-white-vidrio-templado-sin-fuente-usb-30.html
CyC,Case,-,All,-,CASE MSI MPG SEKIRA 500G BLACK SIN FUENTE VIDRIO TEMPLADO USB 3.2 ,8,831.6,https://cyccomputer.pe/case-sin-fuente/14490-case-msi-mpg-sekira-500g-black-sin-fuente-vidrio-templado-usb-32-pnmsi-sekira-500g.html
CyC,Case,-,All,-,CASE AORUS C300 BLACK RGB SIN FUENTE VIDRIO TEMPLADO USB 3.1/USB 3.0 ,7,602.91,https://cyccomputer.pe/case-sin-fuente/21358-case-aorus-c300-black-rgb-sin-fuente-vidrio-templado-usb-31usb-30-pn9bac300g-00-10.html
CyC,Case,-,All,-,CASE COUGAR MX410-G RGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,7,258.93,https://cyccomputer.pe/case-sin-fuente/21291-case-cougar-mx410-g-rgb-sin-fuente-vidrio-templado-usb-30usb-20-pn385vm600001.html
CyC,Case,-,All,-,CASE COOLER MASTER MASTERBOX MB320L ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.2 ,7,325.08,https://cyccomputer.pe/case-sin-fuente/17232-case-cooler-master-masterbox-mb320l-argb-sin-fuente-vidrio-templado-usb-32-pnmcb-b320l-kgnn-s02.html
CyC,Case,-,All,-,CASE COOLER MASTER MASTERBOX MB311L ARGB SIN FUENTE VIDRIO TEMPLADO BLACK USB 3.2 ,7,325.08,https://cyccomputer.pe/case-sin-fuente/17024-case-cooler-master-masterbox-mb311l-argb-sin-fuente-vidrio-templado-black-usb-32-pnmcb-b311l-kgnn-s02.html
CyC,Case,-,All,-,CASE THERMALTAKE LEVEL 20 MT ARGB SIN FUENTE VIDRIO TEMPLADO BLACK USB 3.0 ,7,353.43,https://cyccomputer.pe/case-sin-fuente/14414-case-thermaltake-level-20-mt-argb-sin-fuente-vidrio-templado-black-usb-30-pnca-1m7-00m1wn-00.html
CyC,Case,-,All,-,CASE COOLER MASTER CM 590 III SIN FUENTE BLACK USB 3.0/USB 2.0 ,7,264.6,https://cyccomputer.pe/case-sin-fuente/14226-case-cooler-master-cm-590-iii-sin-fuente-black-usb-30usb-20-pnrc-593-kwn2.html
CyC,Case,-,All,-,CASE THERMALTAKE VERSA T35 RGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,6,260.82,https://cyccomputer.pe/case-sin-fuente/20496-case-thermaltake-versa-t35-rgb-sin-fuente-vidrio-templado-usb-30usb-20-pnca-1r7-00m1wn-00.html
CyC,Case,-,All,-,CASE ANTRYX DESTROYER MESH BLACK ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,6,332.64,https://cyccomputer.pe/case-sin-fuente/18586-case-antryx-destroyer-mesh-black-argb-sin-fuente-vidrio-templado-usb-30usb-20-pnac-fx570km.html
CyC,Case,-,All,-,CASE BE QUIET! PURE BASE 500DX WHITE SIN FUENTE VIDRIO TEMPLADO USB 3.2 ,6,415.8,https://cyccomputer.pe/case-sin-fuente/17357-case-be-quiet-pure-base-500dx-white-sin-fuente-vidrio-templado-usb-32-pnbgw38.html
CyC,Case,-,All,-,CASE LIAN LI LANCOOL II-W WHITE ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0 ,6,480.06,https://cyccomputer.pe/case-sin-fuente/17181-case-lian-li-lancool-ii-w-white-argb-sin-fuente-vidrio-templado-usb-30-png99lan2w-00.html
CyC,Case,-,All,-,CASE COUGAR DARKBLANDER-G ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0 ,6,548.1,https://cyccomputer.pe/case-sin-fuente/16421-case-cougar-darkblander-g-argb-sin-fuente-vidrio-templado-usb-30-pn3858m300002.html
CyC,Case,-,All,-,CASE DEEPCOOL MATREXX 70 ADD-RGB 3F SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,6,502.74,https://cyccomputer.pe/case-sin-fuente/13907-case-deepcool-matrexx-70-add-rgb-3f-sin-fuente-vidrio-templado-usb-30usb-20-pndp-atx-matrexx70-bkg0p-3f.html
CyC,Case,-,All,-,CASE AEROCOOL MIRAGE G v2 ARGB SIN FUENTE VIDRIO TEMPLADO USB 3.0/USB 2.0 ,5,300.02,https://cyccomputer.pe/case-sin-fuente/21298-case-aerocool-mirage-g-v2-argb-sin-fuente-vidrio-templado-usb-30usb-20-pn4711099470402.html
CyC,Case,-,All,-,CASE ASUS ROG STRIX HELIOS GX601 RGB WHITE SIN FUENTE VIDRIO TEMPLADO USB 3.1 ,5,1417.5,https://cyccomputer.pe/case-sin-fuente/20972-case-asus-rog-strix-helios-gx601-rgb-white-sin-fuente-vidrio-templado-usb-31-pn90dc0023-b38000.html
CyC,Laptop,-,-,-,"LAPTOP DYNABOOK TECRA A40-G CI3-10110U 14""/8GB/SSD 256GB/FREEDOS ESPAÑOL ",10,1927.88,https://cyccomputer.pe/ofertas-cc/19806-laptop-dynabook-tecra-a40-g-ci3-10110u-148gbssd-256gbfreedos-espanol-pnpmz21u-00p009.html
CyC,Laptop,-,-,-,COOLER MASTER NOTEPAL L2 LED BLUE COOLER PARA NOTEBOOK BLACK ,10,83.16,https://cyccomputer.pe/cooler-para-laptop/14178-cooler-master-notepal-l2-led-blue-cooler-para-notebook-black-pnmnw-swts-14fn-r1.html
CyC,Laptop,-,-,-,FORZA FNA-600C CARGADOR PARA LAPTOP USB TIPO C,10,64.26,https://cyccomputer.pe/seguridad-para-laptop/18575-forza-fna-600c-cargador-para-laptop-usb-tipo-c.html
CyC,Laptop,-,-,-,MEMORIA MICRO SD 32GB KINGSTON CANVAS SELECT PLUS ,10,17.01,https://cyccomputer.pe/memoria-micro-sd-/14737-memoria-micro-sd-32gb-kingston-canvas-select-plus-pnsdcs232gb.html
CyC,Laptop,-,-,-,MEMORIA 64GB KINGSTON MICRO SD CANVAS SELECT PLUS ,10,28.35,https://cyccomputer.pe/memoria-micro-sd-/14738-memoria-64gb-kingston-micro-sd-canvas-select-plus-pnsdcs264gb.html
CyC,Laptop,-,-,-,"LAPTOP HP 240 G7 INTEL CELERON N4020 14""/4GB/500 GB/W10 HOME ESPAÑOL ",10,1508.22,https://cyccomputer.pe/ofertas-cc/18802-laptop-hp-240-g7-intel-celeron-n4020-144gb500-gbw10-home-espanol-.html
CyC,Laptop,-,-,-,MEMORIA 1GB DDR2 KINGSTON KVR SODIMM BUS 800MHZ ,10,58.59,https://cyccomputer.pe/memoria-ddr2-laptop/651-memoria-1gb-ddr2-kingston-kvr-sodimm-bus-800mhz-pnkvr800d2s61g.html
CyC,Laptop,-,-,-,"DEEPCOOL N9 BLACK 17"" COOLER PARA LAPTOP ",10,130.41,https://cyccomputer.pe/cooler-para-laptop/20460-deepcool-n9-black-17-cooler-para-laptop-pndp-n146-n9bkl.html
CyC,Laptop,-,-,-,"LAPTOP HP 15-DW1024WM CI3-10110U 15.6""/4GB/SSD 128GB/ WIN 10H INGLES PLATINUM",10,2249.1,https://cyccomputer.pe/laptop-intel/18790-laptop-hp-15-dw1024wm-ci3-10110u-1564gbssd-128gb-win-10h-platinum.html
CyC,Laptop,-,-,-,FORZA FNA-790 CARGADOR UNIVERSAL DE CORRIENTE PORTATIL,10,41.58,https://cyccomputer.pe/seguridad-para-laptop/18576-forza-fna-790-cargador-universal-de-corriente-portatil-.html
CyC,Laptop,-,-,-,MEMORIA USB 32GB KINGSTON DATA TRAVELER EXODIA V 3.2 BLACK ,10,17.01,https://cyccomputer.pe/memoria-usb/17511-memoria-usb-32gb-kingston-data-traveler-exodia-v-32-black-pndtx32gb.html
CyC,Laptop,-,-,-,COOLER MASTER NOTEPAL X150R LED AZUL COOLER PARA LAPTOP ,10,173.88,https://cyccomputer.pe/cooler-para-laptop/16252-cooler-master-notepal-x150r-led-azul-cooler-para-laptop-pnmnx-swxb-10fn-r1.html
CyC,Laptop,-,-,-,"DEEPCOOL MULTI CORE X8 17"" COOLER PARA LAPTOP ",10,136.08,https://cyccomputer.pe/cooler-para-laptop/20456-deepcool-multi-core-x8-17-cooler-para-laptop-pndp-n422-x8bk.html
CyC,Laptop,-,-,-,"LAPTOP DELL VOSTRO 5402 CI7-1165G7 14""/8GB/SSD 256GB/WIND 10 PRO GRAY",10,3874.5,https://cyccomputer.pe/ofertas-cc/18797-laptop-dell-vostro-5402-ci7-1165g7-148gbssd-256gbwind-10-pro-gray-.html
CyC,Laptop,-,-,-,"DEEPCOOL U PAL BLACK 15.6"" COOLER PARA LAPTOP ",10,79.38,https://cyccomputer.pe/cooler-para-laptop/20462-deepcool-u-pal-black-156-cooler-para-laptop-pndp-n214a5-upal.html
CyC,Laptop,-,-,-,"DEEPCOOL N9 SILVER 17"" COOLER PARA LAPTOP ",10,130.41,https://cyccomputer.pe/cooler-para-laptop/20461-deepcool-n9-silver-17-cooler-para-laptop-pndp-n136-n9sr.html
CyC,Laptop,-,-,-,"DEEPCOOL N8 BLACK 17"" COOLER PARA LAPTOP ",10,115.29,https://cyccomputer.pe/cooler-para-laptop/20458-deepcool-n8-black-17-cooler-para-laptop-pndp-n24n-n8bk.html
CyC,Laptop,-,-,-,MEMORIA 8GB DDR4 KINGSTON KCP SODIMM BUS 2666MHZ ,10,207.9,https://cyccomputer.pe/memoria-ddr4-laptop/16782-memoria-8gb-ddr4-kingston-kcp-sodimm-bus-2666mhz-pnkcp426ss68.html
CyC,Laptop,-,-,-,"C&C PROMO : LAPTOP HP 250 G7 NVIDIA MX110 CI5-1035 + MOUSE HP COMFORT GRIP WIRELESS + MOCHILA HP PRELUDE 15.6"" ",9,3133.62,https://cyccomputer.pe/ofertas-cc/20481-cc-promo-laptop-hp-250-g7-nvidia-mx110-ci5-1035-mouse-hp-comfort-grip-wireless-mochila-hp-prelude-156-ref5-45040.html
CyC,Laptop,-,-,-,"LAPTOP HP 245 G7 AMD RYZEN 5 3500U 14""/8GB/1TB/ FREEDOS",9,2264.22,https://cyccomputer.pe/laptop-amd/19906-laptop-hp-245-g7-amd-ryzen-5-3500u-148gb1tb-freedos-.html
CyC,Laptop,-,-,-,"LAPTOP ASUS EXPERTBOOK P2451FA-EK1441R CI5-10210U 14""/ 8GB/1TB/WIN 10 PRO STAR BLACK",9,3080.7,https://cyccomputer.pe/laptop-intel/18731-laptop-asus-expertbook-p2451fa-ek1441r-ci5-10210u-14-8gb1tbwin-10-pro-star-black-.html
CyC,Laptop,-,-,-,MEMORIA 8GB DDR4 KINGSTON KCP SODIMM BUS 3200MHZ ,8,162.54,https://cyccomputer.pe/memoria-ddr4-laptop/21438-memoria-8gb-ddr4-kingston-kcp-sodimm-bus-3200mhz-pnkcp432ss68.html
CyC,Laptop,-,-,-,MEMORIA 8GB DDR3L SODIMM KINGSTON KVR 8GB BUS 12800 MHZ ,8,181.44,https://cyccomputer.pe/memoria-ddr3-laptop/20950-memoria-8gb-ddr3l-sodimm-kingston-kvr-8gb-bus-12800-mhz-pnkvr16ls118wp.html
CyC,Laptop,-,-,-,"LAPTOP ASUS EXPERTBOOK P2451FA-EK1442R CI7-10510U 14""/ 8GB/1TB/WIN 10 PRO STAR BLACK ",8,3874.5,https://cyccomputer.pe/ofertas-cc/18732-laptop-asus-expertbook-p2451fa-ek1442r-ci7-10510u-14-8gb1tbwin-10-pro-star-black-pn90nx02n1-m26100.html
CyC,Laptop,-,-,-,COOLER MASTER NOTEPAL ERGOSTAND LITE COOLER PARA NOTEBOOK ,8,124.74,https://cyccomputer.pe/cooler-para-laptop/6238-cooler-master-notepal-ergostand-lite-cooler-para-notebook-pnr9-nbs-eslk-gp.html
CyC,Laptop,-,-,-,DEEPCOOL MULTI CORE X6 4 FAN COOLER PARA LAPTOP ,7,92.61,https://cyccomputer.pe/cooler-para-laptop/20454-deepcool-multi-core-x6-4-fan-cooler-para-laptop-pndp-n422-mcx6.html
CyC,Laptop,-,-,-,"MOCHILA KLIP XTREME KNB-605 BLACK PARA LAPTOP 14.1""",7,94.5,https://cyccomputer.pe/mochila-para-laptop/14703-mochila-klip-xtreme-knb-605-black-para-laptop-141.html
CyC,Laptop,-,-,-,"DEEPCOOL N8 SILVER 17"" COOLER PARA LAPTOP ",6,115.29,https://cyccomputer.pe/cooler-para-laptop/20459-deepcool-n8-silver-17-cooler-para-laptop-pndp-n24n-n8sr.html
CyC,Laptop,-,-,-,"LAPTOP DELL LATITUDE 3410 CI7-10510U 14""/8GB/SSD 256GB/W10 PRO",6,4154.22,https://cyccomputer.pe/ofertas-cc/18681-laptop-dell-latitude-3410-ci7-10210u-148gbssd-256gbw10-pro.html
CyC,Laptop,-,-,-,"LAPTOP MSI MODERN 15 A11SB NVIDIA MX450 2GB GDDR5/CI7-1165G7/15.6""/16GB/SSD 512GB/W10 HOME PLUS ODD CARBON GRAY",6,5545.26,https://cyccomputer.pe/ofertas-cc/17172-laptop-msi-modern-15-a11sb-nvidia-mx450-2gb-gddr5ci7-1165g715616gbssd-512gbw10-home-plus-odd-carbon-gray-.html
CyC,Laptop,-,-,-,"MOCHILA KLIP XTREME GALLANT GRAY PARA LAPTOP 14.1"" ",5,132.3,https://cyccomputer.pe/mochila-para-laptop/19904-mochila-klip-xtreme-gallant-gray-para-laptop-141-pnknb-581gr.html
